timestamp,q0,q1,q2,q3,ax,ay,az,gx,gy,gz,mx,my,mz,alt,temp
3.80184,-0.108,-0.862,0.494,-0.046,-0.011,-0.025,1.012,-0.252,0.346,0.234,0.317,-0.303,-1.945,8.751,20.938
3.82185,-0.108,-0.862,0.493,-0.046,-0.009,-0.040,1.005,-0.253,0.350,0.214,0.317,-0.303,-1.945,8.751,20.938
3.84185,-0.108,-0.862,0.493,-0.046,-0.010,-0.030,1.005,-0.243,0.356,0.219,0.317,-0.303,-1.945,8.751,20.938
3.86185,-0.108,-0.863,0.492,-0.046,-0.015,-0.027,0.998,-0.252,0.355,0.235,0.317,-0.303,-1.945,8.751,20.938
3.88184,-0.109,-0.863,0.491,-0.046,-0.007,-0.033,1.017,-0.238,0.360,0.224,0.324,-0.317,-1.918,8.157,20.935
3.90184,-0.109,-0.863,0.491,-0.046,-0.010,-0.039,1.023,-0.247,0.359,0.232,0.324,-0.317,-1.918,8.157,20.935
3.92184,-0.109,-0.863,0.491,-0.047,-0.007,-0.043,1.007,-0.242,0.356,0.232,0.324,-0.317,-1.918,8.157,20.935
3.94183,-0.109,-0.863,0.491,-0.047,-0.014,-0.044,0.998,-0.249,0.351,0.239,0.324,-0.317,-1.918,8.157,20.935
3.96185,-0.110,-0.863,0.490,-0.047,-0.010,-0.026,1.008,-0.243,0.366,0.229,0.314,-0.299,-1.937,8.814,20.938
3.98185,-0.110,-0.863,0.490,-0.047,-0.018,-0.035,1.007,-0.242,0.350,0.217,0.314,-0.299,-1.937,8.814,20.938
4.00184,-0.110,-0.864,0.490,-0.047,-0.010,-0.033,1.022,-0.252,0.360,0.254,0.314,-0.299,-1.937,8.814,20.938
4.02185,-0.110,-0.864,0.490,-0.048,-0.013,-0.036,1.001,-0.241,0.356,0.258,0.314,-0.299,-1.937,8.814,20.938
4.04184,-0.110,-0.864,0.490,-0.048,-0.017,-0.032,1.001,-0.252,0.349,0.229,0.314,-0.299,-1.937,8.008,20.938
4.06184,-0.110,-0.864,0.489,-0.048,-0.006,-0.034,1.012,-0.253,0.360,0.239,0.314,-0.290,-1.928,8.008,20.938
4.08184,-0.110,-0.865,0.488,-0.048,-0.006,-0.032,1.003,-0.249,0.355,0.217,0.314,-0.290,-1.928,8.008,20.938
4.10184,-0.110,-0.865,0.487,-0.048,-0.009,-0.031,0.999,-0.249,0.352,0.228,0.314,-0.290,-1.928,8.008,20.938
4.12185,-0.111,-0.865,0.487,-0.048,-0.005,-0.044,0.991,-0.247,0.352,0.251,0.314,-0.290,-1.928,8.504,20.944
4.14182,-0.111,-0.866,0.486,-0.048,-0.009,-0.029,1.013,-0.246,0.352,0.269,0.314,-0.290,-1.928,8.504,20.944
4.16183,-0.111,-0.866,0.486,-0.048,-0.014,-0.032,1.009,-0.251,0.352,0.243,0.303,-0.287,-1.930,8.504,20.944
4.18194,-0.111,-0.866,0.486,-0.049,-0.013,-0.034,0.996,-0.246,0.361,0.227,0.303,-0.287,-1.930,8.504,20.944
4.20185,-0.111,-0.866,0.486,-0.049,-0.010,-0.033,0.998,-0.240,0.352,0.233,0.303,-0.287,-1.930,8.321,20.940
4.22185,-0.111,-0.866,0.485,-0.049,-0.010,-0.039,1.006,-0.249,0.354,0.222,0.303,-0.287,-1.930,8.321,20.940
4.24185,-0.111,-0.866,0.485,-0.049,-0.018,-0.025,0.996,-0.254,0.348,0.245,0.303,-0.287,-1.930,8.321,20.940
4.26184,-0.111,-0.866,0.485,-0.049,-0.007,-0.032,1.005,-0.249,0.355,0.241,0.300,-0.280,-1.948,8.321,20.940
4.28184,-0.111,-0.866,0.485,-0.049,-0.016,-0.038,1.016,-0.249,0.354,0.249,0.300,-0.280,-1.948,7.730,20.946
4.30184,-0.111,-0.866,0.484,-0.049,-0.004,-0.028,1.013,-0.249,0.350,0.236,0.300,-0.280,-1.948,7.730,20.946
4.32186,-0.111,-0.867,0.484,-0.049,-0.009,-0.027,1.016,-0.246,0.351,0.224,0.300,-0.280,-1.948,7.730,20.946
4.34185,-0.111,-0.867,0.484,-0.049,-0.015,-0.031,1.013,-0.248,0.351,0.245,0.300,-0.280,-1.948,7.730,20.946
4.36183,-0.111,-0.866,0.484,-0.050,-0.020,-0.031,1.010,-0.253,0.350,0.236,0.302,-0.301,-1.920,9.233,20.946
4.38185,-0.111,-0.866,0.484,-0.050,-0.010,-0.032,1.015,-0.240,0.350,0.228,0.302,-0.301,-1.920,9.233,20.946
4.40185,-0.111,-0.866,0.485,-0.050,-0.010,-0.039,0.999,-0.248,0.352,0.240,0.302,-0.301,-1.920,9.233,20.946
4.42185,-0.111,-0.867,0.482,-0.049,-0.010,-0.036,1.006,-0.251,0.361,-0.052,0.302,-0.301,-1.920,9.233,20.946
4.44185,-0.111,-0.868,0.482,-0.050,-0.007,-0.026,1.010,-0.249,0.354,0.244,0.302,-0.301,-1.920,8.197,20.944
4.46184,-0.111,-0.868,0.482,-0.050,-0.011,-0.029,0.996,-0.256,0.355,0.261,0.327,-0.311,-1.922,8.197,20.944
4.48184,-0.112,-0.869,0.479,-0.049,-0.008,-0.034,1.009,-0.260,0.357,-0.049,0.327,-0.311,-1.922,8.197,20.944
4.50185,-0.112,-0.869,0.479,-0.050,-0.015,-0.032,1.006,-0.249,0.352,0.235,0.327,-0.311,-1.922,8.197,20.944
4.52185,-0.112,-0.869,0.479,-0.050,-0.008,-0.031,1.003,-0.247,0.354,0.260,0.327,-0.311,-1.922,7.866,20.944
4.54185,-0.112,-0.869,0.479,-0.050,-0.007,-0.026,1.012,-0.246,0.360,0.258,0.327,-0.311,-1.922,7.866,20.944
4.56184,-0.112,-0.870,0.479,-0.050,-0.010,-0.033,1.009,-0.251,0.355,0.252,0.313,-0.285,-1.909,7.866,20.944
4.58184,-0.112,-0.870,0.478,-0.050,0.001,-0.032,1.015,-0.251,0.352,0.272,0.313,-0.285,-1.909,7.866,20.944
4.60184,-0.112,-0.870,0.478,-0.050,-0.012,-0.034,1.008,-0.251,0.352,0.274,0.313,-0.285,-1.909,7.732,20.946
4.62185,-0.112,-0.870,0.478,-0.050,-0.008,-0.034,1.008,-0.249,0.351,0.240,0.313,-0.285,-1.909,7.732,20.946
4.64184,-0.112,-0.870,0.477,-0.050,-0.009,-0.036,1.002,-0.249,0.352,0.230,0.313,-0.285,-1.909,7.732,20.946
4.66184,-0.112,-0.870,0.478,-0.050,-0.010,-0.039,1.013,-0.249,0.356,0.247,0.309,-0.290,-1.934,7.732,20.946
4.68184,-0.112,-0.870,0.478,-0.050,-0.013,-0.039,1.003,-0.251,0.349,0.216,0.309,-0.290,-1.934,7.732,20.946
4.70184,-0.112,-0.870,0.478,-0.050,-0.006,-0.034,1.012,-0.257,0.352,0.246,0.309,-0.290,-1.934,7.770,20.948
4.72183,-0.112,-0.870,0.478,-0.050,-0.012,-0.032,0.996,-0.245,0.354,0.228,0.309,-0.290,-1.934,7.770,20.948
4.74184,-0.112,-0.870,0.478,-0.050,-0.010,-0.030,1.004,-0.245,0.349,0.251,0.309,-0.290,-1.934,7.770,20.948
4.76184,-0.112,-0.870,0.478,-0.050,-0.012,-0.032,1.015,-0.248,0.350,0.251,0.315,-0.311,-1.930,7.770,20.948
4.78183,-0.112,-0.870,0.478,-0.051,-0.006,-0.030,1.008,-0.245,0.351,0.249,0.315,-0.311,-1.930,7.583,20.950
4.80184,-0.112,-0.870,0.478,-0.051,-0.010,-0.028,1.004,-0.251,0.350,0.228,0.315,-0.311,-1.930,7.583,20.950
4.82184,-0.112,-0.870,0.478,-0.051,-0.009,-0.030,1.011,-0.256,0.362,0.217,0.315,-0.311,-1.930,7.583,20.950
4.84185,-0.112,-0.870,0.478,-0.051,-0.011,-0.030,1.003,-0.245,0.354,0.212,0.315,-0.311,-1.930,7.583,20.950
4.86184,-0.112,-0.869,0.479,-0.051,-0.014,-0.041,1.003,-0.243,0.351,0.233,0.299,-0.285,-1.931,8.130,20.948
4.88184,-0.112,-0.869,0.479,-0.051,-0.013,-0.036,1.008,-0.252,0.359,0.228,0.299,-0.285,-1.931,8.130,20.948
4.90184,-0.112,-0.869,0.479,-0.051,-0.014,-0.027,1.007,-0.251,0.363,0.230,0.299,-0.285,-1.931,8.130,20.948
4.92184,-0.112,-0.869,0.479,-0.051,-0.012,-0.036,1.005,-0.252,0.349,0.260,0.299,-0.285,-1.931,8.130,20.948
4.94185,-0.112,-0.869,0.480,-0.051,-0.014,-0.034,1.015,-0.245,0.351,0.247,0.299,-0.285,-1.931,8.083,20.952
4.96185,-0.112,-0.869,0.480,-0.051,-0.004,-0.035,0.997,-0.253,0.348,0.263,0.327,-0.318,-1.925,8.083,20.952
4.98184,-0.112,-0.868,0.480,-0.051,-0.015,-0.036,0.998,-0.241,0.352,0.239,0.327,-0.318,-1.925,8.083,20.952
5.00184,-0.112,-0.868,0.480,-0.051,-0.008,-0.037,1.001,-0.247,0.350,0.247,0.327,-0.318,-1.925,8.083,20.952
5.02184,-0.112,-0.868,0.481,-0.051,-0.012,-0.043,1.004,-0.246,0.351,0.268,0.327,-0.318,-1.925,8.348,20.950
5.04183,-0.112,-0.868,0.481,-0.051,-0.023,-0.034,0.996,-0.245,0.349,0.202,0.331,-0.308,-1.915,8.348,20.950
5.06185,-0.112,-0.868,0.481,-0.051,-0.007,-0.037,1.009,-0.251,0.354,0.217,0.331,-0.308,-1.915,8.348,20.950
5.08184,-0.112,-0.868,0.480,-0.051,-0.014,-0.032,1.002,-0.251,0.345,0.223,0.331,-0.308,-1.915,8.348,20.950
5.10184,-0.112,-0.869,0.480,-0.051,-0.010,-0.036,1.011,-0.248,0.359,0.218,0.331,-0.308,-1.915,7.378,20.950
5.12183,-0.112,-0.869,0.479,-0.051,-0.016,-0.023,1.003,-0.249,0.355,0.234,0.331,-0.308,-1.915,7.378,20.950
5.14182,-0.112,-0.869,0.480,-0.051,-0.011,-0.039,1.013,-0.248,0.356,0.228,0.310,-0.297,-1.914,7.378,20.950
5.16184,-0.112,-0.869,0.480,-0.052,-0.013,-0.032,1.002,-0.246,0.352,0.258,0.310,-0.297,-1.914,7.378,20.950
5.18183,-0.112,-0.868,0.481,-0.052,-0.013,-0.039,0.999,-0.242,0.352,0.279,0.310,-0.297,-1.914,7.764,20.952
5.20183,-0.112,-0.868,0.481,-0.052,-0.009,-0.035,0.990,-0.254,0.360,0.272,0.310,-0.297,-1.914,7.764,20.952
5.22184,-0.112,-0.868,0.481,-0.052,-0.011,-0.035,0.985,-0.248,0.351,0.241,0.310,-0.297,-1.914,7.764,20.952
5.24183,-0.112,-0.868,0.480,-0.052,-0.011,-0.029,1.012,-0.246,0.354,0.241,0.344,-0.306,-1.942,7.764,20.952
5.26185,-0.112,-0.869,0.480,-0.052,-0.010,-0.032,1.001,-0.248,0.359,0.258,0.344,-0.306,-1.942,8.395,20.950
5.28185,-0.112,-0.869,0.480,-0.052,-0.018,-0.033,1.003,-0.252,0.355,0.243,0.344,-0.306,-1.942,8.395,20.950
5.30184,-0.112,-0.869,0.479,-0.052,-0.008,-0.038,1.005,-0.245,0.352,0.241,0.344,-0.306,-1.942,8.395,20.950
5.32184,-0.112,-0.870,0.478,-0.052,-0.007,-0.027,1.009,-0.249,0.351,0.243,0.344,-0.306,-1.942,8.395,20.950
5.34184,-0.112,-0.870,0.478,-0.052,-0.012,-0.033,1.014,-0.247,0.356,0.258,0.336,-0.314,-1.934,7.888,20.956
5.36184,-0.112,-0.870,0.478,-0.052,-0.011,-0.029,0.990,-0.249,0.351,0.257,0.336,-0.314,-1.934,7.888,20.956
5.38184,-0.112,-0.870,0.478,-0.052,-0.015,-0.028,1.010,-0.249,0.350,0.268,0.336,-0.314,-1.934,7.888,20.956
5.40183,-0.112,-0.870,0.478,-0.052,-0.010,-0.035,1.000,-0.253,0.357,0.227,0.336,-0.314,-1.934,7.888,20.956
5.42184,-0.112,-0.870,0.477,-0.052,-0.013,-0.034,1.018,-0.240,0.351,0.225,0.336,-0.314,-1.934,7.862,20.952
5.44183,-0.112,-0.869,0.479,-0.052,-0.013,-0.041,0.998,-0.249,0.350,0.265,0.313,-0.315,-1.943,7.862,20.952
5.46185,-0.112,-0.869,0.479,-0.052,-0.014,-0.034,1.008,-0.248,0.348,0.225,0.313,-0.315,-1.943,7.862,20.952
5.48184,-0.112,-0.869,0.479,-0.052,-0.008,-0.035,0.993,-0.252,0.357,0.216,0.313,-0.315,-1.943,7.862,20.952
5.50184,-0.112,-0.868,0.480,-0.052,-0.015,-0.041,1.014,-0.258,0.355,0.228,0.313,-0.315,-1.943,8.071,20.956
5.52184,-0.113,-0.868,0.481,-0.052,-0.011,-0.036,1.013,-0.252,0.354,0.244,0.313,-0.315,-1.943,8.071,20.956
5.54184,-0.113,-0.868,0.481,-0.052,-0.011,-0.037,1.000,-0.249,0.352,0.255,0.321,-0.321,-1.942,8.071,20.956
5.56184,-0.113,-0.867,0.483,-0.052,-0.018,-0.037,1.015,-0.258,0.360,0.276,0.321,-0.321,-1.942,8.071,20.956
5.58184,-0.113,-0.867,0.483,-0.052,-0.015,-0.029,1.025,-0.253,0.352,0.244,0.321,-0.321,-1.942,7.864,20.958
5.60184,-0.113,-0.867,0.483,-0.052,-0.009,-0.030,0.996,-0.251,0.348,0.241,0.321,-0.321,-1.942,7.864,20.958
5.62183,-0.112,-0.867,0.483,-0.052,-0.002,-0.027,1.008,-0.242,0.346,0.254,0.321,-0.321,-1.942,7.864,20.958
5.64181,-0.112,-0.868,0.482,-0.052,-0.009,-0.029,1.005,-0.243,0.352,0.222,0.323,-0.294,-1.946,7.864,20.958
5.66185,-0.112,-0.868,0.481,-0.052,-0.008,-0.036,1.002,-0.243,0.348,0.224,0.323,-0.294,-1.946,7.864,20.960
5.68188,-0.112,-0.868,0.481,-0.052,-0.015,-0.039,1.010,-0.245,0.354,0.246,0.323,-0.294,-1.946,8.326,20.960
5.70184,-0.112,-0.868,0.481,-0.052,-0.012,-0.033,1.012,-0.245,0.357,0.228,0.323,-0.294,-1.946,8.326,20.960
5.72185,-0.112,-0.868,0.480,-0.052,-0.010,-0.035,0.992,-0.248,0.352,0.229,0.323,-0.294,-1.946,8.326,20.960
5.74183,-0.112,-0.868,0.481,-0.052,-0.019,-0.040,0.993,-0.249,0.346,0.247,0.328,-0.317,-1.941,8.326,20.960
5.76185,-0.112,-0.868,0.481,-0.052,-0.008,-0.033,1.006,-0.249,0.344,0.213,0.328,-0.317,-1.941,8.665,20.958
5.78184,-0.112,-0.868,0.481,-0.052,-0.011,-0.034,1.007,-0.245,0.354,0.239,0.328,-0.317,-1.941,8.665,20.958
5.80183,-0.112,-0.868,0.481,-0.052,-0.016,-0.029,1.019,-0.246,0.348,0.240,0.328,-0.317,-1.941,8.665,20.958
5.82184,-0.112,-0.868,0.481,-0.052,-0.009,-0.033,1.008,-0.254,0.351,0.244,0.328,-0.317,-1.941,8.665,20.958
5.84183,-0.112,-0.868,0.482,-0.052,-0.012,-0.038,0.945,-0.246,0.355,0.236,0.307,-0.303,-1.966,8.533,20.962
5.86185,-0.113,-0.867,0.483,-0.052,-0.022,-0.040,1.016,-0.248,0.355,0.256,0.307,-0.303,-1.966,8.533,20.962
5.88184,-0.113,-0.867,0.482,-0.052,-0.001,-0.036,1.007,-0.247,0.355,0.227,0.307,-0.303,-1.966,8.533,20.962
5.90184,-0.112,-0.867,0.483,-0.052,-0.010,-0.031,1.008,-0.242,0.352,0.250,0.307,-0.303,-1.966,8.533,20.962
5.92184,-0.112,-0.867,0.483,-0.052,-0.012,-0.034,1.001,-0.252,0.340,0.228,0.307,-0.303,-1.966,8.206,20.962
5.94183,-0.112,-0.867,0.483,-0.052,-0.010,-0.039,1.008,-0.246,0.355,0.235,0.323,-0.312,-1.949,8.206,20.962
5.96184,-0.112,-0.867,0.483,-0.052,-0.013,-0.034,1.005,-0.252,0.354,0.234,0.323,-0.312,-1.949,8.206,20.962
5.98183,-0.112,-0.867,0.483,-0.052,-0.009,-0.030,1.005,-0.251,0.360,0.236,0.323,-0.312,-1.949,8.206,20.962
6.00184,-0.112,-0.866,0.485,-0.052,-0.005,-0.037,1.006,-0.248,0.357,0.549,0.323,-0.312,-1.949,8.049,20.969
6.02184,-0.112,-0.865,0.485,-0.052,-0.010,-0.041,1.062,-0.245,0.363,0.257,0.323,-0.314,-1.963,8.049,20.969
6.04185,-0.113,-0.865,0.486,-0.052,-0.011,-0.041,1.006,-0.248,0.346,0.247,0.321,-0.314,-1.963,8.049,20.969
6.06186,-0.112,-0.864,0.488,-0.052,-0.003,-0.034,1.013,-0.248,0.354,0.537,0.321,-0.314,-1.963,8.049,20.969
6.08185,-0.112,-0.864,0.488,-0.052,-0.007,-0.031,1.012,-0.247,0.354,0.239,0.321,-0.314,-1.963,7.935,20.965
6.10183,-0.112,-0.864,0.487,-0.052,-0.017,-0.024,1.006,-0.249,0.355,0.223,0.321,-0.314,-1.963,7.935,20.965
6.12183,-0.112,-0.864,0.487,-0.052,-0.012,-0.028,1.006,-0.245,0.359,0.214,0.307,-0.317,-1.975,7.935,20.965
6.14183,-0.112,-0.864,0.487,-0.052,-0.010,-0.031,1.009,-0.247,0.351,0.238,0.307,-0.317,-1.975,7.935,20.965
6.16184,-0.112,-0.864,0.488,-0.052,-0.017,-0.033,1.006,-0.248,0.351,0.233,0.307,-0.317,-1.975,7.955,20.967
6.18184,-0.112,-0.864,0.488,-0.052,-0.018,-0.028,1.010,-0.248,0.352,0.199,0.307,-0.317,-1.975,7.955,20.967
6.20183,-0.112,-0.864,0.489,-0.052,-0.011,-0.036,1.003,-0.249,0.360,0.243,0.307,-0.317,-1.975,7.955,20.967
6.22185,-0.112,-0.863,0.489,-0.052,-0.013,-0.032,1.006,-0.249,0.352,0.241,0.292,-0.295,-1.956,7.955,20.967
6.24182,-0.112,-0.863,0.489,-0.052,-0.012,-0.033,1.004,-0.252,0.356,0.234,0.292,-0.295,-1.956,8.234,20.969
6.26184,-0.112,-0.863,0.489,-0.052,-0.010,-0.029,1.008,-0.252,0.350,0.265,0.292,-0.295,-1.956,8.234,20.969
6.28184,-0.112,-0.863,0.490,-0.052,-0.005,-0.034,1.015,-0.243,0.356,0.255,0.292,-0.295,-1.956,8.234,20.969
6.30183,-0.112,-0.863,0.490,-0.052,-0.007,-0.035,0.996,-0.248,0.350,0.257,0.292,-0.295,-1.956,8.234,20.969
6.32184,-0.112,-0.863,0.490,-0.052,-0.011,-0.034,1.004,-0.243,0.357,0.224,0.316,-0.315,-1.946,8.264,20.965
6.34183,-0.112,-0.863,0.489,-0.052,-0.008,-0.032,1.005,-0.252,0.356,0.244,0.316,-0.315,-1.946,8.264,20.965
6.36184,-0.112,-0.863,0.489,-0.052,-0.013,-0.027,0.996,-0.248,0.354,0.255,0.316,-0.315,-1.946,8.264,20.965
6.38185,-0.112,-0.863,0.489,-0.052,-0.013,-0.030,1.009,-0.247,0.349,0.250,0.316,-0.315,-1.946,8.264,20.965
6.40183,-0.112,-0.863,0.489,-0.052,-0.011,-0.033,1.012,-0.254,0.356,0.232,0.316,-0.315,-1.946,8.293,20.971
6.42184,-0.112,-0.863,0.489,-0.052,-0.012,-0.036,1.001,-0.245,0.357,0.243,0.313,-0.310,-1.950,8.293,20.971
6.44183,-0.112,-0.863,0.490,-0.052,-0.015,-0.032,1.009,-0.251,0.350,0.243,0.313,-0.310,-1.950,8.293,20.971
6.46183,-0.112,-0.863,0.490,-0.052,-0.010,-0.038,1.015,-0.243,0.354,0.235,0.313,-0.310,-1.950,8.293,20.971
6.48185,-0.112,-0.863,0.489,-0.052,-0.004,-0.035,1.000,-0.245,0.355,0.229,0.313,-0.310,-1.950,8.104,20.962
6.50183,-0.112,-0.863,0.489,-0.052,-0.013,-0.040,1.002,-0.242,0.355,0.238,0.313,-0.310,-1.950,8.104,20.962
6.52184,-0.113,-0.863,0.490,-0.052,-0.012,-0.044,1.012,-0.252,0.351,0.256,0.321,-0.301,-1.953,8.104,20.962
6.54183,-0.113,-0.863,0.490,-0.052,-0.020,-0.041,1.005,-0.249,0.356,0.252,0.321,-0.301,-1.953,8.104,20.962
6.56184,-0.113,-0.863,0.489,-0.052,-0.009,-0.025,1.006,-0.247,0.351,0.249,0.321,-0.301,-1.953,7.774,20.965
6.58185,-0.113,-0.863,0.489,-0.052,-0.021,-0.034,1.015,-0.249,0.352,0.235,0.321,-0.301,-1.953,7.774,20.965
6.60183,-0.113,-0.864,0.489,-0.052,-0.008,-0.030,1.020,-0.248,0.354,0.247,0.321,-0.301,-1.953,7.774,20.965
6.62184,-0.113,-0.864,0.488,-0.052,-0.012,-0.034,1.010,-0.247,0.352,0.228,0.329,-0.313,-1.952,7.774,20.965
6.64184,-0.113,-0.864,0.487,-0.052,-0.015,-0.027,0.992,-0.253,0.354,0.221,0.329,-0.313,-1.952,7.028,20.967
6.66184,-0.112,-0.865,0.487,-0.052,-0.012,-0.030,1.025,-0.246,0.351,0.247,0.329,-0.313,-1.952,7.028,20.967
6.68184,-0.112,-0.865,0.487,-0.052,-0.012,-0.035,1.005,-0.247,0.345,0.229,0.329,-0.313,-1.952,7.028,20.967
6.70184,-0.113,-0.865,0.486,-0.052,-0.012,-0.037,1.006,-0.248,0.354,0.214,0.329,-0.313,-1.952,7.028,20.967
6.72184,-0.112,-0.865,0.486,-0.052,-0.006,-0.030,0.993,-0.247,0.354,0.238,0.316,-0.306,-1.958,7.028,20.967
6.74183,-0.112,-0.865,0.486,-0.052,-0.008,-0.033,0.996,-0.251,0.356,0.246,0.316,-0.306,-1.958,8.102,20.971
6.76185,-0.112,-0.865,0.486,-0.052,-0.010,-0.035,0.976,-0.249,0.345,0.260,0.316,-0.306,-1.958,8.102,20.971
6.78184,-0.113,-0.865,0.486,-0.051,-0.008,-0.034,1.002,-0.257,0.354,0.256,0.316,-0.306,-1.958,8.102,20.971
6.80183,-0.113,-0.865,0.486,-0.051,-0.005,-0.041,1.006,-0.254,0.354,0.229,0.316,-0.306,-1.958,8.102,20.971
6.82185,-0.113,-0.865,0.486,-0.051,-0.010,-0.031,1.006,-0.243,0.350,0.233,0.300,-0.306,-1.957,7.795,20.967
6.84184,-0.112,-0.865,0.486,-0.051,-0.007,-0.030,1.008,-0.254,0.354,0.234,0.300,-0.306,-1.957,7.795,20.967
6.86186,-0.112,-0.865,0.486,-0.051,-0.012,-0.033,0.996,-0.245,0.354,0.245,0.300,-0.306,-1.957,7.795,20.967
6.88183,-0.113,-0.865,0.487,-0.051,-0.013,-0.035,0.996,-0.249,0.357,0.233,0.300,-0.306,-1.957,7.795,20.967
6.90184,-0.113,-0.864,0.488,-0.051,-0.012,-0.041,1.004,-0.249,0.349,0.252,0.300,-0.306,-1.957,8.147,20.971
6.92185,-0.113,-0.864,0.488,-0.051,-0.005,-0.037,1.018,-0.251,0.354,0.236,0.297,-0.303,-1.963,8.147,20.971
6.94184,-0.113,-0.864,0.488,-0.051,-0.008,-0.039,1.008,-0.253,0.351,0.239,0.297,-0.303,-1.963,8.147,20.971
6.96184,-0.113,-0.864,0.488,-0.051,-0.010,-0.038,1.009,-0.246,0.360,0.233,0.297,-0.303,-1.963,8.147,20.971
6.98185,-0.113,-0.864,0.489,-0.051,-0.010,-0.033,1.005,-0.248,0.349,0.244,0.297,-0.303,-1.963,7.746,20.969
7.00183,-0.113,-0.863,0.489,-0.051,-0.013,-0.041,1.007,-0.249,0.350,0.228,0.297,-0.303,-1.963,7.746,20.969
7.02184,-0.113,-0.863,0.489,-0.051,-0.019,-0.032,1.004,-0.252,0.349,0.234,0.325,-0.305,-1.946,7.746,20.969
7.04183,-0.113,-0.864,0.489,-0.051,-0.016,-0.027,1.021,-0.247,0.355,0.229,0.325,-0.305,-1.946,7.746,20.969
7.06185,-0.113,-0.864,0.488,-0.051,-0.008,-0.032,1.004,-0.247,0.357,0.224,0.325,-0.305,-1.946,7.526,20.973
7.08185,-0.113,-0.864,0.487,-0.051,-0.011,-0.036,1.006,-0.249,0.349,0.213,0.325,-0.305,-1.946,7.526,20.973
7.10184,-0.113,-0.865,0.487,-0.051,-0.014,-0.038,1.010,-0.245,0.354,0.217,0.327,-0.310,-1.945,7.526,20.973
7.12184,-0.113,-0.865,0.487,-0.051,-0.011,-0.038,1.008,-0.251,0.359,0.234,0.327,-0.310,-1.945,7.526,20.973
7.14183,-0.113,-0.865,0.486,-0.051,-0.015,-0.030,1.000,-0.245,0.352,0.234,0.327,-0.310,-1.945,8.443,20.973
7.16184,-0.113,-0.865,0.486,-0.051,-0.010,-0.035,1.006,-0.248,0.356,0.216,0.327,-0.310,-1.945,8.443,20.973
7.18185,-0.113,-0.865,0.486,-0.051,-0.013,-0.037,1.004,-0.247,0.357,0.218,0.327,-0.310,-1.945,8.443,20.973
7.20184,-0.113,-0.865,0.486,-0.051,-0.007,-0.037,1.002,-0.245,0.349,0.218,0.308,-0.313,-1.955,8.443,20.973
7.22184,-0.113,-0.865,0.486,-0.051,-0.012,-0.033,1.005,-0.246,0.354,0.240,0.308,-0.313,-1.955,7.250,20.975
7.24181,-0.113,-0.865,0.486,-0.051,-0.010,-0.030,1.009,-0.253,0.355,0.241,0.308,-0.313,-1.955,7.250,20.975
7.26184,-0.113,-0.865,0.486,-0.051,-0.010,-0.033,1.003,-0.253,0.356,0.225,0.308,-0.313,-1.955,7.250,20.975
7.28185,-0.113,-0.865,0.487,-0.051,-0.013,-0.040,1.008,-0.246,0.359,0.235,0.308,-0.313,-1.955,7.250,20.975
7.30183,-0.113,-0.865,0.486,-0.051,-0.009,-0.034,0.999,-0.252,0.349,0.249,0.329,-0.291,-1.954,7.315,20.975
7.32185,-0.113,-0.865,0.485,-0.051,-0.017,-0.030,1.004,-0.247,0.355,0.240,0.329,-0.291,-1.954,7.315,20.975
7.34183,-0.113,-0.865,0.487,-0.052,-0.012,-0.027,1.004,-0.242,0.350,0.537,0.329,-0.291,-1.954,7.315,20.975
7.36184,-0.113,-0.865,0.486,-0.052,-0.010,-0.034,1.009,-0.251,0.352,0.246,0.329,-0.291,-1.954,7.315,20.975
7.38185,-0.113,-0.865,0.486,-0.052,-0.013,-0.034,0.996,-0.254,0.357,0.255,0.329,-0.291,-1.954,8.039,20.971
7.40183,-0.113,-0.867,0.483,-0.051,-0.006,-0.034,1.008,-0.251,0.354,-0.054,0.326,-0.324,-1.943,8.039,20.971
7.42184,-0.113,-0.867,0.483,-0.051,-0.011,-0.031,1.006,-0.253,0.351,0.241,0.326,-0.324,-1.943,8.039,20.971
7.44183,-0.113,-0.867,0.483,-0.051,-0.012,-0.029,1.006,-0.249,0.348,0.233,0.326,-0.324,-1.943,8.039,20.971
7.46184,-0.113,-0.867,0.483,-0.051,-0.006,-0.028,1.007,-0.251,0.360,0.239,0.326,-0.324,-1.943,7.416,20.977
7.48185,-0.113,-0.867,0.483,-0.051,-0.014,-0.035,0.997,-0.251,0.356,0.240,0.326,-0.324,-1.943,7.416,20.977
7.50183,-0.113,-0.867,0.483,-0.051,-0.006,-0.031,1.005,-0.247,0.352,0.241,0.320,-0.320,-1.960,7.416,20.977
7.52184,-0.113,-0.867,0.483,-0.051,-0.012,-0.031,1.009,-0.246,0.354,0.236,0.320,-0.320,-1.960,7.416,20.977
7.54183,-0.113,-0.867,0.483,-0.051,-0.006,-0.033,1.006,-0.247,0.343,0.272,0.320,-0.320,-1.960,8.102,20.977
7.56184,-0.113,-0.867,0.483,-0.051,-0.004,-0.037,1.003,-0.253,0.360,0.262,0.320,-0.320,-1.960,8.102,20.977
7.58184,-0.113,-0.868,0.481,-0.051,-0.016,-0.027,0.991,-0.241,0.346,-0.054,0.320,-0.320,-1.960,8.102,20.977
7.60183,-0.112,-0.868,0.481,-0.051,-0.009,-0.029,1.018,-0.247,0.349,0.240,0.311,-0.311,-1.950,8.102,20.977
